M,n_tasks,algorithm,run,cvr_mean,robust_util_total_mean,util_total_mean,time_mean_ms,time_std_ms,time_p99_ms,time_max_ms,timeout_rate
5,50,RA-LNS,11,0.0750137309296958,1.0237743472423515,0.4967452033769433,5.168717005290077,3.505794939395954,113.53462405735628,114.39829994924366,1.0
5,50,RG,11,0.1512166799474882,1.013404742554539,0.4932648426352702,2.2358550135977566,0.0527548489272503,0.3734800429083411,0.4606000147759914,0.0
5,50,Std-LNS,11,0.1630137309296959,1.0237743472423515,0.4967452033769433,4.910281155025573,3.505794939395954,113.53462405735628,114.39829994924366,1.0
5,50,DG,12,0.0219405871533731,0.8486604074880052,0.4097041289620266,2.082356014754623,0.0144433841621894,0.1353229838423431,0.1376001164317131,0.0
5,50,EPD-FF,12,0.0293670700816211,0.8293288658799398,0.4143774283032883,2.1316680246964097,0.0303321147440732,0.2162170154042544,0.2575002145022154,0.0
5,50,RA-LNS,12,-0.0012991727270185,0.8430081526798248,0.4145097780034614,5.0787599966861166,3.287303698622292,114.06389103503898,114.66690013185143,1.0
5,50,RG,12,0.0088466552394274,0.8428631046962639,0.411750078134984,2.2242619916796684,0.0429172957977152,0.3771289554424588,0.4592000041157007,0.0
5,50,Std-LNS,12,0.0867008272729814,0.8430081526798248,0.4145097780034614,4.824821996851811,3.287303698622292,114.06389103503898,114.66690013185143,1.0
5,50,DG,13,0.1926385531664017,1.0271718756959607,0.4964594422538848,2.0832939939573407,0.0157433905421485,0.1223949994891882,0.1417000312358141,0.0
5,50,EPD-FF,13,0.1319442724458203,1.004033015079178,0.4967351822761891,2.1530299824662507,0.0336306536026229,0.2615068922750653,0.2918997779488563,0.0
5,50,RA-LNS,13,0.0778380464801288,1.0278562848863646,0.4968889702871055,4.727262007072554,3.3309397199348934,111.67036097962412,116.70560017228128,1.0
5,50,RG,13,0.1582005193852222,1.0205356210698628,0.4954740609342358,2.2184920012950897,0.0332842256195303,0.3288108250126244,0.359599944204092,0.0
5,50,Std-LNS,13,0.1658380464801289,1.0278562848863646,0.4968889702871055,4.490898906718926,3.3309397199348934,111.67036097962412,116.70560017228128,1.0
5,50,DG,14,0.1118495372773056,0.961527984278202,0.4623764435031595,2.0810870085842907,0.0154342017426446,0.1371039962396025,0.1374999992549419,0.0
5,50,EPD-FF,14,0.0713059386433999,0.940570002475806,0.4590483354789962,2.1424739975482225,0.0356416805990967,0.2462228946387769,0.2782000228762626,0.0
5,50,RA-LNS,14,0.0401685456087429,0.9592539895144152,0.4708807257500786,6.01609100587666,3.83320690602422,113.36665800306947,114.97620004229248,1.0
5,50,RG,14,0.074821649076744,0.9519394648186748,0.4654001565849376,2.221740985289216,0.0338552074379567,0.3597068297676743,0.3802001010626554,0.0
5,50,Std-LNS,14,0.128168545608743,0.9592539895144152,0.4708807257500786,5.715286455582827,3.83320690602422,113.36665800306947,114.97620004229248,1.0
5,50,DG,15,0.0204060666702649,0.8397005407437855,0.4031317960643291,2.080545987002552,0.0142930212830097,0.12654002988711,0.1403999049216509,0.0
5,50,EPD-FF,15,0.0330180692372641,0.8039910540886415,0.3989325406164933,2.124906005803496,0.0260582208987914,0.2040800382383168,0.2218999434262514,0.0
5,50,RA-LNS,15,-0.0007353347768413,0.8374988807468631,0.4043025626082385,5.934000003617257,3.409422709749082,112.5993779813871,114.2009999603033,1.0
5,50,RG,15,0.0097010611280863,0.8373967740629061,0.4034869704150073,2.230732013005764,0.0446099706287683,0.368703012354672,0.3788999747484922,0.0
5,50,Std-LNS,15,0.0872646652231586,0.8374988807468631,0.4043025626082385,5.637300003436394,3.409422709749082,112.5993779813871,114.2009999603033,1.0
5,50,DG,16,0.253984497025206,1.066448863815627,0.5125753849204538,2.081243000458926,0.0153645714383259,0.1278830412775278,0.1360999885946512,0.0
5,50,EPD-FF,16,0.1698987897551364,1.0439800925650216,0.5097171104030902,2.1572139956988394,0.0390540523915159,0.3055829950608314,0.3236997872591018,0.0
5,50,RA-LNS,16,0.1218071549948586,1.074566779894947,0.5208916635555317,4.025953004602343,3.190051216847179,112.0212709484622,114.36470015905796,1.0
5,50,RG,16,0.2192719663832788,1.0571724399403784,0.5132178682469468,2.220415990334004,0.0417786863197035,0.3719689231365919,0.3788000904023647,0.0
5,50,Std-LNS,16,0.2098071549948587,1.074566779894947,0.5208916635555317,3.8246553543722257,3.190051216847179,112.0212709484622,114.36470015905796,1.0
5,50,DG,17,0.0720043179147793,0.9242480846396798,0.4435378851229602,2.082090990617872,0.0150443861691829,0.1264099148102105,0.1372999977320432,0.0
5,50,EPD-FF,17,0.0450504925415142,0.8977572741553148,0.441147122114047,2.131395992357284,0.0216084116884315,0.2051608171314001,0.2111999783664941,0.0
5,50,RA-LNS,17,0.0107772110058682,0.9211235177702708,0.4453205423752828,6.100651009473964,3.426276826783308,112.98230986576527,116.19090009480716,1.0
5,50,RG,17,0.0450660353021434,0.9204786132616418,0.4441461907936084,2.2271540090441704,0.0534326621866783,0.422108180355281,0.4922000225633383,0.0
5,50,Std-LNS,17,0.0987772110058683,0.9211235177702708,0.4453205423752828,5.7956184590002655,3.426276826783308,112.98230986576527,116.19090009480716,1.0
5,50,DG,18,0.0689178392158001,0.9173250107272736,0.4433564061956814,2.0810279976576567,0.0146256680227123,0.1292819366790355,0.1473000738769769,0.0
